"","JULDAY","TIME","D0cm","D1.5cm","D3.5cm","D5cm","D10cm","D15cm","D30cm","D60cm","D100cm","D200cm"
"6137",256,960,33.7713737487793,29.3582534790039,29.0602741241455,28.7814197540283,27.5996570587158,26.37131690979,23.6297836303711,23.3343276977539,23.8329086303711,24.1244487762451
"6138",256,1020,21.4178085327148,27.5937309265137,27.6828670501709,27.7115345001221,27.2505435943604,26.4897079467773,23.9802093505859,23.3722248077393,23.8266448974609,24.1244487762451
"6139",256,1080,13.6540088653564,25.689380645752,26.076789855957,26.2808990478516,26.4839267730713,26.2380542755127,24.2551078796387,23.4210357666016,23.8212814331055,24.1244487762451
"6140",256,1140,11.6925964355469,24.2708282470703,24.7280235290527,25.0115585327148,25.5922679901123,25.7355079650879,24.4283561706543,23.4758911132812,23.8169479370117,24.1244487762451
"6141",256,1200,10.7003707885742,23.2631855010986,23.7391681671143,24.048849105835,24.7946510314941,25.1601276397705,24.4995422363281,23.5317192077637,23.8136787414551,24.1244487762451
"6142",256,1260,9.9488353729248,22.4553928375244,22.9393348693848,23.2628688812256,24.1009197235107,24.6066989898682,24.4866123199463,23.584285736084,23.8114204406738,24.1244487762451
"6143",256,1320,9.35252285003662,21.8404884338379,22.1192474365234,22.638614654541,23.4895324707031,24.096529006958,24.4103507995605,23.6306095123291,23.8100757598877,24.1244487762451
"6144",256,1380,8.89975357055664,21.1883354187012,21.6758785247803,22.0120544433594,22.9513568878174,23.6292839050293,24.2883224487305,23.6687850952148,23.8094959259033,24.1244487762451
"6145",257,0,8.53728294372559,20.6765956878662,21.1622905731201,21.5005874633789,22.4679679870605,23.2005405426025,24.1341857910156,23.69775390625,23.8095073699951,24.1244487762451
"6146",257,60,8.39041519165039,20.2359428405762,20.7169227600098,21.0509929656982,22.0337963104248,22.8057994842529,23.9582653045654,23.7170677185059,23.8099365234375,24.1244487762451
"6147",257,120,8.26422214508057,19.9226150512695,20.1791763305664,20.7047538757324,21.6430358886719,22.4431705474854,23.7684440612793,23.7266960144043,23.8106021881104,24.1244487762451
"6148",257,180,8.16591453552246,19.5149154663086,19.9778213500977,20.307243347168,21.2941989898682,22.1095790863037,23.5708045959473,23.7269268035889,23.8113346099854,24.1244487762451
"6149",257,240,8.07148742675781,19.2075157165527,19.6633720397949,19.9891166687012,20.9737892150879,21.8011703491211,23.3697967529297,23.7182540893555,23.8119735717773,24.1244487762451
"6150",257,300,7.99266481399536,19.0794658660889,19.0506725311279,19.8022441864014,20.6742401123047,21.5144786834717,23.1685352325439,23.7012958526611,23.8123760223389,24.1244487762451
"6151",257,360,8.225510597229,18.6964664459229,19.1301822662354,19.4434833526611,20.4102363586426,21.2472534179688,22.969202041626,23.6767234802246,23.8124122619629,24.1244487762451
"6152",257,420,14.735860824585,19.0290794372559,19.2642803192139,19.4667053222656,20.2455463409424,21.0161228179932,22.7740230560303,23.6452522277832,23.8119640350342,24.1244487762451
