293.15
10191
283.15
310.15
50000
90000
1
1.7988
0.23816
6.5
0.8
0.1
0.041532
0.57913
0.95
33.462
0
0.002
7783.4
2700.9
10337
2.59E-09
0.0001
7979.3
0.76172
1.7988
